,July 2022 actual,July 2024 predicted,Percent change,Monthly average obs
Spock (Testing Framework),0.0015973222005321,1983451715703.2737,1.2417355215137837e+17,51.166666666666664
Video Processing,0.0001961671493828,104.59577940404768,53319622.35572419,13.083333333333334
Information Governance,0.0004646780131788,119.8939517645158,25801411.66273983,105.08333333333333
Heart Rate,0.0007862835298659,22.71132434496948,2888339.53641543,147.0625
House Cleaning,0.0005321882470957,13.151231044800404,2471061.49531117,23.0
Reviewing Applications,0.0001868800690599,3.09080382726227,1653796.9847402964,59.041666666666664
Lock Out / Tag Out,0.0017399034383585,21.992552396694016,1263909.939393116,466.8541666666667
Emotionally Stable,0.0009473320570067,7.877513805559435,831447.2644776889,108.1875
Multithreading,0.0018602472196665,13.493231437496748,725246.1418916017,134.14583333333334
Document Processor,0.0002303750640567,1.6115621120951085,699438.4325529564,14.25
Object-Oriented Analysis And Design,0.0020584719271331,13.043837933430323,633566.0588612882,170.33333333333334
Student-Centred Learning,0.0009523716026963,5.814857391660834,610466.020154123,202.89583333333334
Java Object Oriented Querying,0.000207714277776,1.254166201480546,603693.9302530971,17.416666666666668
Transmission Repair,0.0005316146618483,3.029522938177835,569771.9684752282,73.4375
Phased Implementation,0.000143093300864,0.701980638578985,490475.473722678,8.4375
Application Development Languages,0.0002376609785488,1.022902420276711,430304.0261563906,10.291666666666666
Physical Design,0.0012704587261164,4.085723977959826,321494.3890164197,81.72916666666667
Customer Support,0.050514189853096,143.29022902173404,283563.3220060478,7014.125
Java 8,0.0022205751269165,5.097771498978963,229469.87301113066,209.95833333333334
Medigap,0.0004066517685606,0.8231138338953778,202312.45643881074,51.583333333333336
Caulking,0.0004170978191262,0.5919233862920119,141814.7641510241,126.08333333333333
Detergents,0.0002980849820248,0.4074649677262156,136594.2289270767,20.354166666666668
Cash Flow Management,0.0003198031849385,0.4146344800152181,129553.01771305206,97.4375
Disability Prevention,0.0002061280283354,0.2591675818719848,125631.36412593137,130.125
Communications Training,0.0002049038100315,0.2545631029365987,124135.4170464007,56.833333333333336
Mechanical Systems,0.0022992760456593,1.7230757106836652,74839.92354404693,620.9583333333334
Cardiac Catheterization,0.0007833623858994,0.5494269538294226,70037.00985893143,714.0208333333334
Environmental Policy,0.0005584921219843,0.2892152484895678,51685.01846400227,110.0
Commodity Market,0.0003282703301091,0.1687868000500376,51317.01353087305,60.708333333333336
Inbound Marketing,0.0001919529340345,0.0901446327206595,46861.84154416607,81.54166666666667
Data Presentation,0.0003235598890118,0.1190287977295611,36687.253850621826,62.145833333333336
Data Structures,0.0041473205785159,1.149001491279541,27604.67026908024,907.4583333333334
Oracle SQL Developer,0.0010005897795639,0.2701793537723638,26902.01014346954,308.0625
Test First,0.0001932028079093,0.0458858181996309,23650.078322449754,16.583333333333332
Laboratory Information Management Systems,0.0007118176248416,0.1672003970323742,23389.21847356352,158.20833333333334
Bench Grinders,0.0002097906208826,0.0463502109305628,21993.557250350405,22.666666666666668
Workforce Development,0.0009041523147466,0.1960707918528359,21585.59308591575,178.5625
Salesforce Service Cloud,0.0003381954454952,0.0704276500053426,20724.541235976572,55.5
Critical Illness Insurance,0.0007020080281681,0.1411940135044539,20012.87732319838,51.416666666666664
Sharpening,0.0002976081082101,0.05485659536268,18332.49355422579,91.25
Electric Power Distribution,0.0008358615009516,0.1448190259597276,17225.720325060556,202.22916666666666
Physical Medicine And Rehabilitation,0.0005226622323806,0.0803322452211044,15269.820171472971,122.29166666666667
Junit,0.0031304327312905,0.4764451282091023,15119.784902156032,457.4791666666667
Data Intelligence,0.0001807198594724,0.0267220036188878,14686.423416275871,55.645833333333336
GIAC Certified Incident Handler,0.000281310793215,0.0396445378368104,13992.789467381333,83.89583333333333
Chronic Kidney Disease,0.0005125993268755,0.0691151395141967,13383.267708422758,74.3125
Site Inspection,0.0012965700480677,0.1725879822390827,13211.119017155568,320.3125
Financial Institution,0.0008431619621151,0.0995605584441569,11707.999283364954,209.97916666666666
Hemodynamics (Fluid Mechanics),0.0005726075514135,0.0645008205920645,11164.402719251984,125.35416666666667
Amazon S3,0.0023371429381015,0.2614694892499275,11087.569445894633,575.8125
Metadata Management,0.0005998874254212,0.0665342207009117,10991.117746666536,139.27083333333334
Oracle Human Capital Management (HCM),0.0003209951064824,0.0336651657387153,10387.750454401754,59.229166666666664
Economic Modeling,0.0006585702734559,0.0677261316256481,10183.812427525741,56.604166666666664
Minor Surgery,0.0001917309270493,0.0194507532960803,10044.81784207871,58.9375
Systems Development,0.0026410192513538,0.2567058147829344,9619.95242561544,313.5208333333333
Pathophysiology,0.0003300839521358,0.0307231095286761,9207.665316621116,61.4375
Front-End Engineering,0.0003020922403677,0.0244302546133737,7987.018250994377,80.5
Multi-Cloud,0.0007334367724707,0.0586780368407063,7900.421991801674,133.8125
Open Shortest Path First (OSPF),0.0007400337658313,0.0567926169247198,7574.327787046731,241.125
Code Of Federal Regulations,0.0021942573628689,0.1622595893363287,7294.738287407682,320.5
Pressure Ulcer,0.0002129930570761,0.0149517149963491,6919.813322369011,53.770833333333336
Medium Voltage,0.0002246443019705,0.0146420775777199,6417.894043732602,73.70833333333333
Cost Estimation Models,0.0003863278116693,0.024672251350014,6286.351332928021,67.60416666666667
Document Management,0.0011736692386319,0.0695607702133829,5826.77799875433,394.7083333333333
Master Of Laws,0.0004052192809282,0.0236856722933793,5745.149381619904,110.89583333333333
Order Management Systems,0.0022960248390345,0.1307601044733839,5595.064889993514,717.3541666666666
Employee Retention,0.002264953660606,0.1242067059689225,5383.851971421364,305.3333333333333
Governance Risk Management And Compliance,0.0008674036899264,0.0470206149799467,5320.84562540153,250.95833333333334
Application Environments,0.0007142840344518,0.0380550700962409,5227.722343037875,128.35416666666666
Contract Preparation,0.0003534533033563,0.0185034577371038,5135.050164024445,116.54166666666667
Impact Assessment,0.0004436572752771,0.0230929203401033,5105.126034658148,87.41666666666667
